user_name,facs_score,envr_score,serv_score,review,time,from
YOYO,5.0,5.0,5.0,地理位置超级棒，外观设计真不错，怪不得这边的商场都是地标性的，大型综合购物中心，有可能是我们是下午三点左右过来的，人不是特别多，不过真的是大牌云集，每个店面设计的都特别高端，地下一层是集合了美食和小的零售店面。适合高端人群打发时间,2020-11-15 11:25:00,东方新天地
蛙蛙,4.0,4.0,4.0,"东方新天地商场坐落在亚洲最大的综合性商业建筑群东方广场里，贯穿整个楼体，连接了北京的金街（王府井）和银街（东单）两条街～
整体面积12万平方米，还有东方君悦大酒店～
商场分为7个主题购物区：缤纷新天地、都市新天地、庭苑新天地、寰宇新天地、活力新天地、尊萃时光和天空大道。
餐饮商户选择很多。",2020-11-14 17:17:00,东方新天地
好啦,5.0,5.0,5.0,商场整体算轻奢，一层和地下一层，地下一层可以直接通地铁，停车方便，横跨一条街，逛起来舒服，双十一几乎各家店都有优惠活动，当天在谢瑞麟买的婚戒，有折扣，店员服务态度好。吃的丰富，各种玩的地方也很多，算是长安街上比较好的商场了。,2020-11-13 12:45:00,东方新天地
Apisorange,5.0,5.0,5.0,"位于王府井的高端商场～装修崭新，环境优良
很综合，啥都有
如果买专一品类的东西很适合去这里
基本上每个品牌都集结了
能一次性挑全
丰富的一站式购物
过节经常做活动 买的多划算
不足就是吃饭的地方不太多
不过附近也有好多门店",2020-11-12 12:53:00,东方新天地
星光,5.0,5.0,5.0,奢侈品一应俱全呀，另外最让我惊喜的是地铁站在东方新天地商场里面的地下二层，地铁站里环境超棒，第一次坐王府井站的地铁，好开心。见到了有老北京特色的乐高积木拼图，棒棒哒,2020-11-11 22:09:00,东方新天地
杉大王,5.0,5.0,5.0,东方新天地真的好久没逛过了，我特别喜欢地下一层的美食街-大食代。这里的商铺种类特别多，汉堡，韩式，面食，米粉，麻辣烫不一而足可供不同食客选择。我超喜欢离门口很近的一家泰式风味的店铺，我点了咖喱牛腩，还赠送了汤，免费小菜腌萝卜，和一碗水果切块，味道是相当好吃。这里的就餐环境也很好，价格也不贵，干净卫生。,2020-11-09 19:37:00,东方新天地
r油条r,4.0,4.0,4.0,精工海贼王系列今天发售，本人是个海贼迷看了十多年了，从青年看到中年，其实我平常不戴表不过为了情怀也要买，上网查了查北京百货大楼有，去了之后发现就是一小柜台没几块表，想着算了，后来媳妇儿说东方新天地有店，可是我从大众上没搜到，想着反正也来了就去看看吧，结果一看还真有刚到的货价位跟京东差不多，而且商场积分能抵扣168，所以个人觉得还挺值的（本人不懂表，勿喷）！,2020-11-08 20:18:00,东方新天地
Hidevivi,4.0,4.0,4.5,很久没来东方新天地了，和朋友约中间地吃饭，在东方新天地比较方便，停车明确指示非常好，节省了大家时间，虽然是老商场，但是服务和设施维护得不错，还会选择再来。还逛到很新的两家网红店，买到了喜欢的东西，很好，还会再来滴。,2020-11-08 17:39:00,东方新天地
会员2341386,4.0,4.0,4.0,很久没来东方新天地了，这次为了定制乔丹鞋，乔丹店位置很明显，就在东方新天地西侧，王府井书店旁边。这次想吐槽一下东方新天地地下停车场。入口不是太好找，导航到附近但不能准确导航到入口，一路问。终于进了停车场，那是迷宫呀。下到地下三层，转了一圈又一圈，都要吐了。还是双车道，对方有的来车开的很快。真是惊心动魄。停车场里面很暗。指示非常不清楚。出来的时候看到出口指示，当有岔路口的时候又没指示了，只能转圈。这个地下停车场是去过的最差的。以后应该不回去了。,2020-11-07 17:56:00,东方新天地
樱桃,2.5,4.5,0.5,我是来给差评的，这么大一个商场连一个导购牌都没有，我从二区走到五区，没找到想找的品牌，就去问工作人员，被告知在二区，我又走回到二区还是没找到，又问工作人员，说在五区，让我回去！逗我玩呢！没有到导购牌就算了，连个坐的都没有，真的是心累腿累，再也不去了！,2020-11-07 16:55:00,东方新天地
【已注销用户】,5.0,5.0,5.0,东方新天地可以说是长安街上位置最好的商场，没有之一。它雄踞于市中心，坐落于东长安街1号的绝佳位置，占地有10万平方米，拥有不同主题的购物区、四季常青的花坛、市中心最大的五彩音乐喷泉，地下停车场停车方便，美食、服装品牌琳琅满目。,2020-11-05 19:10:00,东方新天地
lmx面条大王,5.0,5.0,5.0,"上班的地方就在这里，在这里前后工作了四年了，确实很有感情🉐️
今年由于疫情影响，好多的店铺都换了，但是最近开始恢复了八九成了，很不错，平日里人挺多的，这里的餐饮企业令郎满目，很多，购物的很多一线品牌很多，也很价格公道，点赞",2020-11-04 17:55:00,东方新天地
Celine06,4.0,4.0,4.0,在王府井旁边的一个商场，进去一逛，好大呀！在楼下溜达了一圈，有些餐饮店，有些还在装修。感觉现在北京因为新冠管控的还挺严格，进入商城都要出示健康码，这要比上海严格多了但是机场出来怎么没有要求出示健康码呢,2020-11-04 09:51:00,东方新天地
二胖,4.5,4.5,4.5,长条型的商场，之前查的时候看里面分的几区几区，差点给唬住。一般吧感觉，中午人超多，可能大多数都是来吃工作餐的。别忘了多带点一次性手套用来开门什么的垫着，要不然门里门外的人对视着都等着对方开门会有点尴尬。,2020-11-03 18:35:00,东方新天地
凌寒独自开,5.0,5.0,5.0,"🌸前言
平时我们很少去人多的地方～
尤其是疫情期间～更不愿意去人多的地方了🍃
周末很少出来逛商场～
一般都是平时下班没事逛一逛我们帝都的商场
东方新天地也是我们大帝都的老牌商场啦🍃
平时去人真少呀

🏙环境
地儿大人少环境好品牌多～",2020-11-03 12:24:00,东方新天地
匿名用户,4.5,4.0,3.5,"在京生活多年，第一次进这座购物中心，还是由西到东横穿，为了去对面坐公交一零四(才知道改线了)！
    新天地是北京的地标性建筑，与北京饭店隔街相邻，一层和地下逛街的人还不少。走过、路过，余光所及之处，大牌对王牌，橱窗比我的外套还干净！
※商厦内的这条路，灯光璀璨刺眼，真耗时间！",2020-11-03 09:42:00,东方新天地
哥斯拉与奥特曼,4.5,4.5,4.5,王府井商圈商场太多了，东方新天地的地位有些尴尬，处于高端和中端之间，人气感觉不是太足，吃得也不多，进去逛的原因只是因为从地铁出来后想防晒才从他穿过去的，结果路过老铺黄金随便进去逛逛，竟然真买了东西，所以说女人花钱真的是不需要理由不需要时机，心情到了眼缘对了就买了。,2020-11-02 23:34:00,东方新天地
Betterlife,5.0,5.0,5.0,作为老牌的商业街，王府井东方新天地依然朝气蓬勃，经过了这么久，有了好多新的商业体入驻，整体还是比较年轻的，能够代表年轻人的喜好和方向，交通也算好走，地下停车场也还比较充分，而且这周边商业很多，可以一起到周边转转！,2020-11-01 19:49:00,东方新天地
匿名用户,5.0,5.0,5.0,位置很好的一家商场。东单地铁和王府井地铁都能直达。里面大多是一线大牌和一些餐饮。包括澳门味道汤城小厨，凑凑等等。商场的服务非常好，前台有急救箱。停车很方便，停车场很大，通过会员积分也能免费停车。主要辐射附近的办公人群和来王府井逛街的。,2020-11-01 18:18:00,东方新天地
北方的燕子_1495,4.5,4.5,3.5,"十多年没去东方新天地了，这里不仅交通便利，停车场很大方便停车，大牌云集，更为重要的是舒适的购物环境。
今天再次来到这里，宽敞明亮有气派。感觉人比过去多了，增加了不少特色餐厅，这里集购物、休闲、餐饮为一体的综合广场 吸引着无数人前往。",2020-11-01 07:12:00,东方新天地
maozigongzhu,4.0,4.0,4.0,我已经很久没有逛商场了，北京东方新天地，就在王府井和东单之间，大街角还摆着十一期间的绿植，东门进去比较方便，南门有一个门不开，另一个在高台阶下面，如果没去过的游客会找不到，保安的服务很好，有问必答，商场店铺不少，餐饮也多。,2020-10-31 23:28:00,东方新天地
萨萨,5.0,5.0,4.5,王府井大街东南侧的东方新天地，是每次来王府井都要路过的，商场区域狭长，品牌众多，也是烧钱圣地之一，商场真题环境很不错，只是空间感觉压缩感很强，里面有几家饮品很不错，经常来买，地下车库有点意思，盘旋好多圈，每次都晕晕的！,2020-10-31 22:49:00,东方新天地
Tonme同同,5.0,5.0,5.0,东方新天地，王府井步行街的标志性商场之一。环境一如既往的好，里面的各类设施齐全，商品的种类繁多。但是看起来人不多，一方面是电商的冲击，另一方面疫情对经济还是有一些影响。不过尽管购物的人少，但是王府井步行街上的游人还是挺多的,2020-10-31 17:50:00,东方新天地
np_gz,4.0,4.0,4.0,长安街上最大最漂亮的商场就是东方新天地，这里紧邻王府井步行街，地铁有一号线五号线的东单站和一号线的王府井站，可以说是北京最最繁华的地方了，东方新天地里面有很多品牌的专卖店，并且是旗舰店，中间还有一家五星级酒店。,2020-10-30 18:39:00,东方新天地
点小评2916640764,5.0,5.0,5.0,中了双椰子 所以中午就打车去了  装修不错 店也非常多。就是每层有点太大了 有点逛晕了。饮食都不错 值得推荐 就是位置问题 周围不好停车 也不好打车 不过没事干 还是可以去溜达溜达的 里面的一风堂拉面 非常推荐 很好吃 值得去吃饭,2020-10-30 09:47:00,东方新天地
竹筒倒豆子,4.0,4.0,3.5,"东方新天地，位于北京东单路口西北方向，公交车🚌、地铁🚇，四通八达，非常便利。
这里紧连着王府井商业街和东单商业街。更是威风八面。
往北走一点，就是北京协和医院，来往的人流众多，到此顺便观光一下。
总之这里是集购物、餐饮、娱乐、休闲等全方位的高档消费场所。",2020-10-29 07:20:00,东方新天地
行走在路上1023,4.5,4.5,4.5,开完会去新天地逛了逛，因为疫情的原因，人不多，这里是以前很喜欢的商场,2020-10-28 23:37:00,东方新天地
倒转流年,3.5,2.5,3.5,货物丰富，环境适宜，布局合理，服务热情，价格偏贵,2020-10-27 17:57:00,东方新天地
糖妮妈妈,5.0,5.0,5.0,得有几年没去过王府井了，11年-15年一直在东方广场的写字楼上班，最好的青春留在了那里，上周五和朋友约饭，特意约在了王府井，吃完饭去东方广场溜达了一圈，里面的店铺也换了不少，SONY，Ido 都还在，厉害厉害😄,2020-10-26 20:02:00,东方新天地
你拍一我拍一,4.5,4.5,4.5,好久不来了，今天来东方新天地转转，以前特别喜欢来，一共逛的就两层，一层走过去 二层走回来 全部看完，不像去别的商场 绕来绕去 还容易找不全，这就好的多，以前停车费才6元 现在是什么都涨钱呀 ！品牌非常多 吃的也不少。,2020-10-25 23:10:00,东方新天地
哪托三太子,4.5,4.5,4.5,东方新天地，王府井周边很大的一个购物中心了。直通王府井步行街。这家购物中心很大，分好多个街区。购物中心里面大牌云集。购物环境也非常的好。逛起来很舒服。整个中心干净整洁，每家店铺的服务人员都非常的热情。服务很到位！,2020-10-25 11:38:00,东方新天地
宋龙龙,3.5,3.5,3.5,"王府井的老商场了，感觉一年不如一年了
商场空荡，除了地下吃饭一条街还火点
其他都非常一般，感觉也没什么人
吃饭方面可选择的店也是特别少了，新开了一家乐乐茶也算是新鲜元素了
唯一的亮点是：6点以后免费🆓停车🅿️了",2020-10-23 11:07:00,东方新天地
点小评8491860398,4.5,4.5,4.5,环境很好，第一次去感觉自己都迷失方向了，没有买到自己想买的鞋子,2020-10-22 16:27:00,东方新天地
琴,5.0,5.0,5.0,特别特别喜欢东方新天地，因为东方新天地逛起来真的很舒服，他的店铺又很丰富，选择很多，而且电影店之间又不是特别的密集，人流量又不是他们的大，所以还是真的很喜欢这里的。有很多品牌只有这里有的卖，别的地方没有。,2020-10-21 23:24:00,东方新天地
琉璃,5.0,5.0,5.0,东方新天地虽然已经盖起来有几年了，但是到目前为止来看的话，还是在时尚先端的，还是不过时的，逛起来非常的舒服，人也不是很多，品牌又很多，选择余地很大。商场面积还是挺大的，从东到西横跨了一整站地。很喜欢这里,2020-10-21 23:12:00,东方新天地
沾沾,5.0,5.0,5.0,一个崇拜艺术的我，周末的好选择。搞了个海娜纹身纹在了胖胖的手指上，,2020-10-20 20:41:00,东方新天地
枫行Maple,4.5,4.5,4.5,"大艺术家市集
持续三天 
一直到30日晚上20:00
以文创和手办为主
还有一些摊位可以吃吃喝喝
免票
感兴趣的赶紧来",2020-10-19 11:45:00,东方新天地
小兽兽,4.5,4.5,4.5,"位置🏠：在东单附近， 往王府井步行街走可以穿过东方新天地商场🏬很方便，商场🏬很大，分为地下地上好几层.

里面的各种知名品牌店铺还是特别多的，周末偶尔过去逛逛带孩子玩玩挺很多！也有影院和各种餐厅，如果想遛娃加购物感觉也是一个很不错的选择！
环境干净卫生整洁，地理位置也是特别的方便，不过今天找不到君悦酒店入口有个保洁大姐态度很恶劣……",2020-10-18 23:33:00,东方新天地
小马哥,5.0,5.0,5.0,"东方新天地商场，由写字楼，酒店，商场组成，曾经是李嘉诚的产业，目前是谁的不了解。
该商场坐落在王府井大街最南端，临近王府井地铁口和东单地铁口，交通十分便利。
商场以高端产品为主，几乎都是国外品牌，地下一层的美食街和食通天大街都在升级改造，很多餐饮都在装修当中。所以购物和吃饭不适合来此处，游玩开开眼界还是必须打卡此处的。",2020-10-18 17:26:00,东方新天地
吃啊冲啊啊啊,5.0,5.0,5.0,kolon sport前两天在这里做生性自由发布会活动，看见了陈坤，一点也不显老，还是那么精神焕发，现场布置挺有意思的，羽绒服也够保暖，了解了很多关于户外的知识和趣闻～旁边就是kolon的店铺，地方不大，路过时逛一逛还可以,2020-10-17 12:09:00,东方新天地
小谷子,4.5,4.5,4.5,东方新天地建筑前的人文景观设计，与背后大楼交相辉映。,2020-10-16 16:59:00,东方新天地
紫禁城六爷,4.5,4.5,4.5,路过东单这边，正好逛逛许久未逛的东方新天地。虽然是老商场了，但整体环境一点不显陈旧，商铺品牌基本都是中高档为主，各种大牌，吃喝玩乐的东西应有尽有。还整好赶上陈坤代言的户外品牌搞开业活动，顺道追了个星，哈哈！,2020-10-16 11:24:00,东方新天地
jessiefp,4.5,4.5,4.5,品牌换了不少，2000年第一份工作就在这里所以对他的每一个角落都很熟悉。品牌感觉有很多很接地气的。从王府井过来的老铺黄金很吸引人，硕大的nike店和rado店。十一东单路口的花坛也是由他映衬显得格外漂亮。餐厅越来越多但很多没有听说过的，以后可以逐渐尝试。,2020-10-16 10:19:00,东方新天地
禧羊羊,4.5,4.0,4.5,"今年金饰涨得厉害，尤其是古法金，因为工艺繁复，所以加上公费的话，价格更甚。
北京有不少老字号的金行，在王府井商业街特别集中。东方广场有一家“萃华珠宝”，推出了“大师系列”，做工确实考究不过，钱是钱，货是货，每件古法金的公费也不便宜。
提示1：地铁一号线途经东方广场，非常方便
提示2：每个生肖的守护神不一样，比如“羊”的守护神就是大日如来所以最好查清楚再购买。
最后，愿看到我这篇观感的朋友都幸福吉祥",2020-10-15 17:07:00,东方新天地
奈何乔乔,5.0,5.0,5.0,"最爱jc
虽然换了东家 换了设计师
但是依然喜欢
为什么喜欢啊
因为省事啊
大概现在有7-8套吧
阔腿和小脚都有的还有两套
早上出门不用担心配衣服
真的 方便到家了
其中有奥莱买的2000左右 很便宜的
也有大几千的新款
图1是本月新添置的
我记得 4000左右吧
穿衣服 还是穿自己的舒服
合不合身自己知道
虽然和以前的版型、材质都不太一样了
和养乐多买了同款 很开心
好像还缺浅蓝色系
搞起来",2020-10-14 16:12:00,东方新天地
玲珑,4.5,4.5,4.5,早餐总是不自觉地被太兴的菠萝包吸引、优雅的环境、配上一杯香浓的咖啡、咬上一口香酥美味的菠萝包、幸福感满满的、太兴的早餐永远吃过让人不会失望的、三明治🥪还有面食精致营养加美味、深秋时节给人温暖的感觉、早餐选择太兴不会让人失望,2020-10-14 08:07:00,东方新天地
枕草物语,4.5,5.0,4.5,王府井的停车位实在是不好找，想着离步行街近些，就选择了东方新天地的地下3层，12元一小时，在王府井这种寸土寸金的地方，算是良心价格了。而且车位的宽窄度不错，没有让技术不好的人太犯难，想想有一次在协和医院停车的经历，就无比喜欢这里的停车场。,2020-10-14 11:48:00,东方新天地
Mustang,5.0,5.0,5.0,"#點評有禮#
北京東城區長安街附近的東方新天地購物中心，是附近非常好的一家高端購物中心，這裡經常舉辦各種各樣商業活動，非常適合年輕人來參與，各類美食品牌非常眾多，好吃的非常多，各類服裝品牌也非常多，這家商場交通也非常方便，樓下就是地鐵！！！",2020-10-14 10:32:00,东方新天地
太子ma8866,5.0,5.0,5.0,很大的商场，非常干净，每家店的服务员态度都还不错。地下的大时代吃饭的地方价格在东单这里算是不贵了，东西也还不错哦！,2020-10-13 19:20:00,东方新天地
無铭,5.0,5.0,5.0,东方新天地 位于长安街上，紧邻核心王府井，位置真的是没得挑，里面环境也是非常的明亮，干净，疫情期间在电梯按钮上面都做了保护处理，还是防患于未然的。商场里面也是集合了众多品牌，款式我都是比较新的，人流量不是很多，逛的还是比较舒适的。,2020-10-13 09:32:00,东方新天地
jinglisha3318,4.5,4.5,4.5,又能逛街又能吃饭 还可以买车哈哈哈,2020-10-11 20:12:00,东方新天地
伟,4.5,4.5,4.0,在北京非常喜欢逛的商场了！首先是地理位置优越，在王府井商业街的旁边！室内设计风格现代宽敞舒适！里面卖的服装品牌也是应有尽有，以高中档为主！名牌包包！名牌手表！化妆品等！所有一线品牌几乎都有！可以说是购物的天堂了！逛累了还可以喝点咖啡☕️吃点冰淇淋🍦！名表⌚️的折扣也很合适！可以谈到合适的价格！,2020-10-10 20:34:00,东方新天地
不知道啥名了,4.0,4.0,4.0,"晚上和同事去看了电影夺冠
从头哭到尾
鼻头都哭肿了…",2020-10-10 10:35:00,东方新天地
shyrina,5.0,5.0,4.5,"B1，大食代美食，在云南米线摊位点一份酸菜米粉，好大的一碗🥣，看到有满满的两排佐料，服务员每样都夹起一些放入到碗内（还有两个鹌鹑蛋呢），米线加入后被浇上热热的汤，在深秋季的晚上让人吃的暖心，汤酸辣爽口。
  选一份酿皮也不错，12元，既饱腹又不用担心因吃饭导致次日体重增加",2020-10-10 08:16:00,东方新天地
点小评4677433900,5.0,5.0,5.0,趁着假期的最后一天，约上闺蜜一起溜达溜达，这里大牌云集，遛娃也可以，办公区域这里也有，这里也是国内外游客的理想场所，趁着国庆期间，挑选几样自己心仪的物品。从这里溜达一圈后，在往西走就是天安门了。非常的方便。,2020-10-09 17:41:00,东方新天地
北葵向暖_7215,5.0,5.0,4.5,"打算买块表去的，心里预算设的比较宽，所以去了很多家准备多了解一下，先说服务对比卡西欧，浪琴，天梭，雷达这几家，浪琴和天梭的服务态度是十分不错的，卡西欧还好，雷达简直吊的一批，承认不太懂表，所以凭借印象分最后选择了浪琴～
然后说说产品，因为这个价位，一万多的表没有必要讲保值，也不是玩表，所以基本也就看个机芯，样子和售后。，天梭浪琴这两个牌子其实样子很相似，浪琴会稍微好看一些，卡西欧和雷达属于潮品方向吧，价位不同，雷达也有一些商务但是款式依然偏向时尚款。
售后基本都是保障一年
价格，卡西欧和天梭是有活动的，其他两家是全年无活动的，想要买特价，请到免税店之类的，但是会影响售后，没必要感觉。",2020-10-09 11:53:00,东方新天地
匿名用户,5.0,5.0,5.0,我这个北京人没去过天安门广场溜达，这次恰逢祖国71华诞，带孩子转转，长安街也装点一新，也成了我们帝都打卡圣地。把车停在了东方新天地商场的下边，停车费10元一小时，停了2个多小时25元，不得不说十一人真的是多，从新天地到天安门故宫，在从新华门出来回到新天地开车，一万步，带孩子游天安门广场的宝妈们尽量带着儿童车等出行工具。,2020-10-07 23:34:00,东方新天地
皮皮爱旅行,4.5,4.5,4.5,王府井的商城真不少，东方新天地是其中很著名的一个，深受国内外游客喜爱。大牌不少，逛一天都逛不完滴。,2020-10-07 17:48:00,东方新天地
Gloria含,5.0,5.0,5.0,一大早来看第一场电影，和其他商店不同，八点多就开门了，虽然里面店面都不开，但是对于我们这样9:40看电影来早的话，可以提前进去呆一会儿，不像有的商店得在外面等着。第一次在这家百老汇看电影，服务还不错，挺好的,2020-10-05 21:08:00,东方新天地
美食华华,5.0,5.0,4.0,好久没有来东方新天地了，趁假期来看看衣服，天凉换季，秋冬季服装已经上市，各家里店铺摆挂着新款服装，许多牌子还推出节日优惠活动，楼上楼下一家不拉的逛完，收获了两件心仪的衣服，累了，坐下喝杯咖啡，看着来来往往的人们，大概都是像我一样来购物吧。,2020-10-05 17:35:00,东方新天地
¥天尧¥,5.0,5.0,5.0,以前经常来这里看电影，也不知道为什么每次发电影票都要发这里的，离家超级远，路上还堵，人还多。感觉这么多年这里一点儿变化都没有，这次也没有什么过节的气氛，十一期间这边人真的多，人挤人的，体验感真的不怎么样。,2020-10-04 07:16:00,东方新天地
末末moi,4.5,4.5,4.5,在东方新天地喝了星巴克后，和朋友溜溜哒哒的瞎逛，新天地这条道太长了，我们走到了东单这边的门，上了一天班放松一下挺好的，夜晚新天地门口的喷泉和阶梯还是挺好看的，在这拍了不少照片，喷泉是真的好看，以前公司离这特近的时候都很少晚上来这边，以后可以多来,2020-10-03 21:38:00,东方新天地
福满至心灵,5.0,5.0,4.5,今天，来逛位于王府井商圈内富丽明亮的东方新天地。节假日来的顾客还是很多的，这里已成为不少知名品牌店的首选地点，也成为国内外游客购物、就餐、娱乐、休闲的理想场所，我们就看到有不少是国庆节来京观光的游客，在大商场里挑选自己心仪的物品。,2020-10-03 20:12:00,东方新天地
童话的阶梯,5.0,5.0,5.0,今年的东方新天地因为国庆节和中秋节，双节的节日装饰成了网红打卡地。东单路口看到位于东方新天地的东南角一座山形状的装饰很是逼真，有船有红日还有田野楼亭瀑布，已然成了新天地这边最夺目的风景。我也不例外的来这里打卡拍照。,2020-10-03 12:53:00,东方新天地
GAKKI369,4.5,4.5,4.5,现在开车来的话更方便了，长安街那里可以左转了，地下停车场出入口有点窄，车位还是很充足的，停车费挺贵的。商场刚开门，所以还没什么人呢，东方新天地商场大牌很多，区域划分很合理，很好找，今天来耐克取鞋，开心。,2020-10-03 12:02:00,东方新天地
匿名用户,4.0,4.0,5.0,最近经常来办事儿，停车场有点摸不清楚，可能是太大了。十年前老来逛街，现在品牌有点没落，可能北京商场多，可选的也多，毕竟本地人不老来王府井。外地游客来得多，人气依旧很旺,2020-10-02 23:37:00,东方新天地
oO江米条Oo,5.0,5.0,5.0,"过节了就要去买买买了
休息日和家人一起逛逛街购购物
品牌繁多。最近优惠抽奖也有。商场人虽然多但是也不如以前疫情之前的样貌了
很多牌子还都没见过。可能岁数大了认识的也不多了
商场卫生间还算干净卫生
有专人打扫
今天要好好多逛逛",2020-10-02 13:55:00,东方新天地
唐北北,5.0,5.0,5.0,"东方新天地在东单。坐地铁非常方便。公交也挺方便，但是路面上这一段经常堵车。在东方新天地里的店铺现在新换了一拨了，新开了很多店，有的店铺倒下了，地下一层也有很多新开的美食店。可以从这里穿过去打王府井步行街
可能是因为人流量大吧，租的两个充电宝都把手机充到百分之三四十就没有电了",2020-10-01 18:07:00,东方新天地
谢谢亲的爱,4.5,4.5,4.5,"东方新天地，首都市中心，在长安街与王府井步行街，
东方新天地建筑面很雄伟，
东直王府井步行街，西至西单，
东方新天地商场在首层与B1(主营餐饮品牌比较齐全)，
首层品牌专营店，黄金珠宝，名表，运动服装品牌…。",2020-09-30 22:39:00,东方新天地
机车妇女,4.5,4.0,4.5,天天看到这里添柏岚的疯狂折扣，也顺便去老铺黄金换个挂绳，且今儿估计添柏岚最后一天所以来转转，一进去觉得哎呀还是跟以前没办法比，人特别少，运动区还勉强有点儿人，冷冷清清的，不知道这个国庆是否能如之前的景象,2020-09-29 23:16:00,东方新天地
颜,5.0,5.0,5.0,还没进入东方广场，就看到摆放十一花坛，夜景很漂亮，好多客人都在这里拍照留念，我也拍了几张，很美,2020-09-28 19:45:00,东方新天地
匿名用户,4.5,4.5,4.5,新东方位于地铁1号线A出口负一，负一比较多吃的和运动品牌。有阿迪，耐克和最大的乔丹。小百货也有nome这种的，好吃的也很多有面，火锅等等。日常来人还不是很多，要是赶上周末，会感觉到原来这么热闹呀。所以还是建议平时来,2020-09-28 15:38:00,东方新天地
萌萌哒,5.0,5.0,5.0,期待Tim Hortons开业,2020-09-27 19:18:00,东方新天地
昕昕饱饱,5.0,5.0,5.0,"🌈在北京的朋友们下班后又多了个能逛能玩，还能喝能吃的艺术展。
艺在仲夏之夜感受一下大艺术家们的热情吧
💡晚上的时候灯光都会点亮，气氛温馨。还会有乐队表演。
这里是个艺术家云集的地方。摄影，画画，收藏.....
能和自己兴趣相投的人好好聊上一番！
🍲现场好吃的好玩的应有尽有，食物、酒水种类齐。像我这样的吃货都是喜欢边吃边玩的。
🎵我来的时候晚上有表演，还有乐队女主唱，唱的很好听，气氛很好很。
🪀市集上还有很多有意思的小物件。泡泡马特盲盒、好多手办都是好看又难买的。还有很多艺术品都是卖家自己的藏品。
给大家分享几个我特别喜欢有意思的摊位
1⃣️ 禾湾农场
有机蔬菜十分齐全，好多都是我没见过的，大家都知道我是个热爱生活的人，平时自己在家也喜欢种种小菜什么的，看到这个真的走不动道。
2⃣️KY Vintage
这是一个古董小屋饰品，闺蜜很喜欢古着，她好像跟挖掘了宝藏一样。
3⃣️塔罗占不🔮
咳咳~没错我自己就是个塔罗占卜师，可以和大师级别占卜师聊天交流学习真的好开心呀。
【大艺术家市集】
时间:9/18-20/16:00-21:00(9月25-27日还有最后一期)
📍东城区东长安街1号,东方新天地平台层
(东方君悦大酒店门前)
🚇地铁1号线或5号线东单站
地铁1号线王府井站
🚗开车去的话，注册东方新天地的会员还能还免费停车5h",2020-09-27 09:09:00,东方新天地
xsoofe,5.0,5.0,5.0,"我真是起标题的废柴

🎷🎸🎺🎻⛺🎨
艺术家市集
2020.9.18-9.20
2020.9.25-9.27

印象里王府井这边真的很少搞这些青春气息的小市集，
但咖啡展之后，又有了东方广场的艺术家市集。

摊位体量中等，人不拥挤，
现场放着轻松的音乐🎶，
看架势还有人会随机献唱。🎤

支摊走向：新生活方式及其物质实体。

看了某公益科普机构的出摊通告过来的，
不过这次没遇到，
总的来说比那些更固定一些的市集，或者三里屯soho那边的市集要更有趣一些，
但每一期都只有周末的下午到晚间，真是太短暂了。

也认识了不错的手作箱包小铺
💡Leather workshop
另有…🧸
有盲盒变明盒摊位…
滑板装饰单位，
有机可食用或不可食用植物开会，
超轻软黏土怎么捏都对，
小🐶大🐶同现市集勇敢不后退…",2020-09-27 00:14:00,东方新天地
ardilla,5.0,5.0,5.0,疫情之后终于又来看电影了，工作日的下午场人很少，只有5个人左右，所以看的很爽，厅挺大的，屏幕不小，座位之间稍微有点点窄但也还可以，现在好像也不用隔着坐了，买票的时候座位都是可选的，门口检票的工作人员小姐姐服务态度很好，点个赞,2020-09-26 15:54:00,东方新天地
kuraki_mai,4.0,4.0,4.0,大企业在此办公商场比较新人不多,2020-09-26 13:27:00,东方新天地
汪汪豆,4.0,4.0,4.0,有好几年没来东方新天地了，很多店铺都改朝换代，但Tiffany 之类的大牌依旧坚挺，餐厅中俏江南竟然还在。感觉今年人少了些，2011年第一次来这里时是多风光时尚、人潮汹涌的购物中心呐！大牌依旧云集，价格依旧买不起，逛一逛也好。,2020-09-26 08:39:00,东方新天地
布鲁斯,5.0,5.0,5.0,"NB买买买～
NB327越看越上头。
中午打车过去买了一双。",2020-09-25 17:53:00,东方新天地
暖暖,4.0,4.0,4.0,"这里其实很少去，一般王府井去的多。
这次跟朋友约，逛逛。
外面还有个大艺术家展，真的难得这里会办展。
进门依旧是扫码，测量温度。
虽然是周末，但这里明显人没那么多。
不知道是不是疫情的原因。
品牌种类还是挺多的呢。就随意逛逛。
地下有有些餐饮店。",2020-09-25 12:18:00,东方新天地
Eh,4.5,4.5,4.5,工作日的东方广场人不算多但是比我想象中的人要多呢这里一层大部分是中高端品牌，地下一层的餐饮比较多，但是感觉没有周边的商场多地下一层好像开了一家扭蛋店，下次过去的时候要去看看虽然但是，东方广场的结构真的让我很有挫败感虽然方向感没有那么强，但是真的很少迷路，可是每次到这里都会找不到地下的地铁站入口地上的好多出口也不是正南正北的，是斜着的，尤其是离步行街最近的那个口不知道什么时候改成店面了，我真的找了好半天拜托把表示做的大一点清晰一点吧,2020-09-21 23:35:00,东方新天地
